prodName,prodId,sponsoredProduct,sellPrice,ListPrice,freeShip,AveRating,reviewCount,brandName,sellerName,pageNum,pageRank,prodURL
"HP 15.6 inch High Performance HD Laptop ( Intel i7 Kaby Lake Processor, 16GB RAM, 1TB HDD, 15.6 Inch HD (1366x768) Display, DVD, Wifi, Bluetooth, Win 10)",16902106,FALSE,$791.69 ,"$1,044.99 ",Not Available,0,,HP,MichaelElectronics2,25,2,/ip/HP-15-6-inch-High-Performance-HD-Laptop-Intel-i7-Kaby-Lake-Processor-16GB-RAM-1TB-HDD-15-6-Inch-HD-1366x768-Display-DVD-Wifi-Bluetooth-Win-10/316902106
"Dell Inspiron 15 High Performance Home and Business Laptop (Intel i7-7500U Processor, 8GB RAM, 512GB Sata SSD, 15.6"" HD (1366 x 768) Display , WiFi, Bluetooth, Win 10 Pro)",40696530,FALSE,$749.00 ,,Not Available,0,,Dell ,MichaelElectronics2,25,3,/ip/Dell-Inspiron-15-High-Performance-Home-Business-Laptop-Intel-i7-7500U-Processor-8GB-RAM-512GB-Sata-SSD-15-6-HD-1366-x-768-Display-WiFi-Bluetooth-Win-/940696530
"Acer Predator Helios 15.6"" - i7-8750H - 16GB - 1 TB HDD - 256 GB SSD - GTX 1060 - Windows 10 Home - Gaming Laptop",84512349,FALSE,"$1,284.99 ",,Not Available,0,,Acer,Walmart,25,4,/ip/Acer-Predator-Helios-15-6-i7-8750H-16GB-1-TB-HDD-256-GB-SSD-GTX-1060-Windows-10-Home-Gaming-Laptop/484512349
"Lenovo Chromebook S330 14.0"" Notebook, Chrome OS, MediaTek MT8173c Quad-core processor, 4GB Memory, 32GB EMMc SSD Storage - Business Black",6750547,FALSE,$179.00 ,$299.00 ,Not Available,4.1132,106,Lenovo,Walmart,25,5,/ip/Lenovo-Chromebook-S330-14-0-Notebook-Chrome-OS-MediaTek-MT8173c-Quad-core-processor-4GB-Memory-32GB-EMMc-SSD-Storage-Business-Black/206750547
"Lenovo ThinkPad E580 20KS003SUS 15.6"" Laptop i5-8250U 8GB 256GB SSD W10P",2669509,FALSE,$832.15 ,,Available,0,,Lenovo,DealClock,25,6,/ip/Lenovo-ThinkPad-E580-20KS003SUS-15-6-Laptop-i5-8250U-8GB-256GB-SSD-W10P/402669509
"Lenovo Z50 15.6'' High Performance Laptop PC (AMD FX-7500 Quad Core Processor, 8GB RAM, 1TB HDD, 15.6 inch HD 1366x768 Display, AMD Radeon R7 graphics, WiFi, Bluetooth Win 10)",17390981,FALSE,$559.00 ,,Not Available,0,,Lenovo ,MichaelElectronics2,25,7,/ip/Lenovo-Z50-15-6-High-Performance-Laptop-PC-AMD-FX-7500-Quad-Core-Processor-8GB-RAM-1TB-HDD-15-6-inch-HD-1366x768-Display-AMD-Radeon-R7-graphics-WiFi-/917390981
"Refurbished HP EliteBook 8460P 14"" Laptop, Windows 10 Pro, Intel Core i5-2520M Processor, 4GB RAM, 500GB Hard Drive",54392434,FALSE,$193.00 ,,Not Available,4,3,HP,Second Chance IT,25,8,/ip/Refurbished-HP-EliteBook-8460P-14-Laptop-Windows-10-Pro-Intel-Core-i5-2520M-Processor-4GB-RAM-500GB-Hard-Drive/54392434
"Refurbished Dell Chromebook 11 CB1C13 11.6"" Laptop Intel Celeron 2955U 1.40GHz 2 GB 16 GB SSD (Scratches & Dents)",88218689,FALSE,$129.23 ,,Not Available,4,1,Dell,Atomic Cellular,25,9,/ip/Refurbished-Dell-Chromebook-11-CB1C13-11-6-Laptop-Intel-Celeron-2955U-1-40GHz-2-GB-16-GB-SSD-Scratches-Dents/188218689
"Acer Aspire 5 Laptop Notebook PC Computer A515-51G-5504 8GB 256GB SSD GeForce MX150 15.6""",13600001,FALSE,$659.99 ,,Not Available,0,,Acer,Coldriver20 Electronics Inc,25,10,/ip/Acer-Aspire-5-Laptop-Notebook-PC-Computer-A515-51G-5504-8GB-256GB-SSD-GeForce-MX150-15-6/313600001
"Asus VivoBook S15 S510UA-DS71 15.6"" Laptop i7-8550U 8GB 1TB HDD 128GB SSD W10",25187983,FALSE,$854.74 ,,Available,4,1,ASUS,DealClock,25,11,/ip/Asus-VivoBook-S15-S510UA-DS71-15-6-Laptop-i7-8550U-8GB-1TB-HDD-128GB-SSD-W10/425187983
"Refurbished Lenovo 15.6"" Thinkpad T520 Laptop PC with Intel Core i5-2520M Processor, 12GB Memory, 750GB Hard Drive and Windows 10 Pro",91038307,FALSE,$265.00 ,,Not Available,3,2,Lenovo,Laptop Experience,25,12,/ip/Refurbished-Lenovo-15-6-Thinkpad-T520-Laptop-PC-with-Intel-Core-i5-2520M-Processor-12GB-Memory-750GB-Hard-Drive-and-Windows-10-Pro/691038307
"ASUS ROG Zephyrus GX501GI-XS74 Slim and Light Gaming and Business Laptop (Intel 8th Gen Coffee Lake i7-8750H, 24GB RAM, 2TB PCIe SSD, 15.6"" FHD 1920x1080 G-SYNC, GTX 1080, Win 10 Pro) Metallic Black",86527718,FALSE,"$4,408.95 ","$5,524.99 ",Not Available,0,,ASUS ,MichaelElectronics2,25,13,/ip/ASUS-ROG-Zephyrus-GX501GI-XS74-Slim-Light-Gaming-Business-Laptop-Intel-8th-Gen-Coffee-Lake-i7-8750H-24GB-RAM-2TB-PCIe-SSD-15-6-FHD-1920x1080-G-SYNC-G/286527718
"ASUS ZenBook UX330UA-AH5Q 13.3-inch QHD+ Ultra-Slim Laptop (Core i5 Processor, 8GB DDR3, 256GB SSD, Windows 10), Harman Kardon Quad Speakers, Backlit keyboard, Fingerprint ReaderNotebook PC",41298093,FALSE,"$1,199.99 ",,Not Available,0,,ASUS,DemProductSales,25,14,/ip/ASUS-ZenBook-UX330UA-AH5Q-13-3-inch-QHD-Ultra-Slim-Laptop-Core-i5-Processor-8GB-DDR3-256GB-SSD-Windows-10-Harman-Kardon-Quad-Speakers-Backlit-keyboar/841298093
"Alienware 15 R4 Gaming Laptop, 15.6"", Intel Core i7-8750H, NVIDIA GeForce GTX 1060 OC 6GB, 1 TB HDD + 8GB SSD Hybrid Drive, 16GB RAM, AW15R4-7675SLV-PUS",37571874,FALSE,"$1,419.99 ",,Not Available,0,,Alienware,Walmart,25,15,/ip/Alienware-15-R4-Gaming-Laptop-15-6-Intel-Core-i7-8750H-NVIDIA-GeForce-GTX-1060-OC-6GB-1-TB-HDD-8GB-SSD-Hybrid-Drive-16GB-RAM-AW15R4-7675SLV-PUS/337571874
"Tanoshi 2-in-1 Kids Computer a Kids Laptop for Ages 6-12, 10.1"" HD Display (Blue)",60887309,FALSE,$185.99 ,,Not Available,5,4,Tanoshi,Tanoshi,25,16,/ip/Tanoshi-2-in-1-Kids-Computer-a-Kids-Laptop-for-Ages-6-12-10-1-HD-Display-Blue/160887309
"Dell Newest Inspiron Touchscreen Laptop Flagship 15.6"" - Intel Dual Core i5-7200U 2.5GHz, 8GB DDR4, 2TB HDD, MaxxAudio, DVDRW, Bluetooth, WLAN, HDMI, Webcam, 3-in-1 Card Reader, Windows 10",88047912,FALSE,$629.00 ,,Not Available,0,,Dell,El Chasqui USA Company,25,17,/ip/Dell-Newest-Inspiron-Touchscreen-Laptop-Flagship-15-6-Intel-Dual-Core-i5-7200U-2-5GHz-8GB-DDR4-2TB-HDD-MaxxAudio-DVDRW-Bluetooth-WLAN-HDMI-Webcam-3-i/488047912
"Dell Inspiron 15 Laptop, 15.6"", Intel® Core™ i5-8250U, NVIDIA® GeForce® 940MX, 1TB HDD + 8GB Hybrid Storage, 8GB RAM, i7570-5787SLV-PUS",95778530,FALSE,$738.89 ,,Not Available,0,,Dell,Walmart,25,18,/ip/Dell-Inspiron-15-Laptop-15-6-Intel-Core-i5-8250U-NVIDIA-GeForce-940MX-1TB-HDD-8GB-Hybrid-Storage-8GB-RAM-i7570-5787SLV-PUS/995778530
"Refurbished DELL E7440 14"" Laptop, Windows 10 Pro, Intel Core i7-4600U Processor, 8GB RAM, 256GB Solid State Drive",56150771,FALSE,$490.31 ,,Not Available,0,,Latitude,Your EPower,25,19,/ip/Refurbished-DELL-E7440-14-Laptop-Windows-10-Pro-Intel-Core-i7-4600U-Processor-8GB-RAM-256GB-Solid-State-Drive/56150771
"Lenovo ThinkPad T480S Laptop: Core i7-8550U, 16GB RAM, 512GB SSD, 14"" Full HD Display",61583953,FALSE,"$1,426.00 ",,Not Available,0,,Lenovo,DemProductSales,25,20,/ip/Lenovo-ThinkPad-T480S-Laptop-Core-i7-8550U-16GB-RAM-512GB-SSD-14-Full-HD-Display/561583953
"Refurbished - HP 15-ba015wm 15.6"" Laptop  E2-7110 1.80GHz 4GB RAM 500GB HDD WIN10",45867263,FALSE,$288.99 ,,Not Available,0,,HP,25hrs Trading(Tech),26,1,/ip/Refurbished-HP-15-ba015wm-15-6-Laptop-E2-7110-1-80GHz-4GB-RAM-500GB-HDD-WIN10/245867263
Toshiba Satellite Psptnu-00e00m S55-c5274 Laptop Pc - Intel Core I7-5500u 2.4 Ghz Dual-core Processor - 12 Gb Ddr3l Sdram - 1 Tb Hard Drive - 15...,29383507,FALSE,$836.60 ,,Not Available,0,,Toshiba,TPM,26,2,/ip/Toshiba-Satellite-Psptnu-00e00m-S55-c5274-Laptop-Pc-Intel-Core-I7-5500u-2-4-Ghz-Dual-core-Processor-12-Gb-Ddr3l-Sdram-1-Tb-Hard-Drive-15/129383507
"Refurbished Dell 14"" Latitude E6440 Laptop PC with Intel Core i7-4600M Processor, 16GB Memory, 256GB Solid State Drive and Windows 10 Pro",50910615,FALSE,$345.68 ,,Not Available,2.4,5,Dell,Your EPower,26,3,/ip/Refurbished-Dell-14-Latitude-E6440-Laptop-PC-with-Intel-Core-i7-4600M-Processor-16GB-Memory-256GB-Solid-State-Drive-and-Windows-10-Pro/50910615
"Dell Inspiron 15 Touch Laptop: Core i7-6500U, 8GB RAM, 1TB HDD, 15.6"" Full HD Touchscreen Display, RealSense 3D camera (Microsoft Signature Edition)",92807191,FALSE,$715.00 ,,Not Available,4.6667,3,Dell,El Chasqui USA Company,26,4,/ip/Dell-Inspiron-15-Touch-Laptop-Core-i7-6500U-8GB-RAM-1TB-HDD-15-6-Full-HD-Touchscreen-Display-RealSense-3D-camera-Microsoft-Signature-Edition/192807191
Refurbished Dell Latitude E6540 Laptop Core i7 1.6GHz Processor 16GB Memory 500GB Hard Drive Webcam Windows 10 Pro,74878089,FALSE,$389.99 ,,Not Available,0,,Dell,Zoom,26,5,/ip/Refurbished-Dell-Latitude-E6540-Laptop-Core-i7-1-6GHz-Processor-16GB-Memory-500GB-Hard-Drive-Webcam-Windows-10-Pro/274878089
"Newest HP OMEN 15t High Performance Gaming and Business Laptop PC (Intel i7 Quad Core, 32GB RAM, 1TB HDD + 128GB SSD, 15.6"" 4K UHD Display (3840x2160), GeForce GTX 1050 Ti, Win 10 Home)",18855282,FALSE,"$1,749.00 ","$2,274.99 ",Not Available,0,,HP,MichaelElectronics2,26,6,/ip/Newest-HP-OMEN-15t-High-Performance-Gaming-Business-Laptop-PC-Intel-i7-Quad-Core-32GB-RAM-1TB-HDD-128GB-SSD-15-6-4K-UHD-Display-3840x2160-GeForce-GTX/118855282
"Refurbished Lenovo 320-15IAP GREY 15.6"" Laptop Dual-Core 1.10GHz 4GB RAM 1TB HDD Windows 10",46242218,FALSE,$219.00 ,$279.00 ,Not Available,0,,Lenovo,VIPOUTLET,26,7,/ip/Refurbished-Lenovo-320-15IAP-GREY-15-6-Laptop-Dual-Core-1-10GHz-4GB-RAM-1TB-HDD-Windows-10/346242218
"ASUS 11.6"" High Performance Laptop (Intel Celeron N4000, 2GB RAM, 32GB eMMC Storage, 11.6"" HD (1366 x 768) Display, Wireless-AC, Bluetooth, Webcam, Win 10 Home)",4193610,FALSE,$179.00 ,,Not Available,0,,ASUS ,MichaelElectronics2,26,8,/ip/ASUS-11-6-High-Performance-Laptop-Intel-Celeron-N4000-2GB-RAM-32GB-eMMC-Storage-11-6-HD-1366-x-768-Display-Wireless-AC-Bluetooth-Webcam-Win-10-Home/504193610
"Lenovo ThinkPad T480S Laptop: Core i7-8550U, 16GB RAM, 512GB SSD, 14"" Full HD Display",61583953,FALSE,"$1,426.00 ",,Not Available,0,,Lenovo,DemProductSales,26,9,/ip/Lenovo-ThinkPad-T480S-Laptop-Core-i7-8550U-16GB-RAM-512GB-SSD-14-Full-HD-Display/561583953
"REFURBISHED Dell XPS 13 9360 13.3"" QHD+ TOUCH Laptop 7th Gen Intel Core i7-7560U 16GB RAM 512GB SSD Machined Aluminum Display Silver Win 10 Home",81012363,FALSE,"$1,149.00 ",,Not Available,0,,Dell,I.T. Surplus Liquidators,26,10,/ip/REFURBISHED-Dell-XPS-13-9360-13-3-QHD-TOUCH-Laptop-7th-Gen-Intel-Core-i7-7560U-16GB-RAM-512GB-SSD-Machined-Aluminum-Display-Silver-Win-10-Home/181012363
Refurbished Dell Latitude D820 Laptop w/ 15' LCD 80GB HD DVD WIFI + 4GB RAM,33186274,FALSE,$129.00 ,,Not Available,0,,Dell,"CL3 Technology, LLC",26,11,/ip/Refurbished-Dell-Latitude-D820-Laptop-w-15-LCD-80GB-HD-DVD-WIFI-4GB-RAM/233186274
"Refurbished Dell Latitude E6430 14.1"" Laptop, Windows 10 Pro, Intel Core i5-3320M Processor, 4GB RAM, 250GB Hard Drive",54392409,FALSE,$201.16 ,,Not Available,4,1,Dell,Your EPower,26,12,/ip/Refurbished-Dell-Latitude-E6430-14-1-Laptop-Windows-10-Pro-Intel-Core-i5-3320M-Processor-4GB-RAM-250GB-Hard-Drive/54392409
"REFURBISHED: Dell Latitude 2110, Intel Atom N470, 10.1"" Laptop With 2GB Memory, 160GB Hard Drive, Windows 7 Professional",97352646,FALSE,$89.99 ,,Not Available,1,3,Dell,Front Source Technologies,26,13,/ip/REFURBISHED-Dell-Latitude-2110-Intel-Atom-N470-10-1-Laptop-With-2GB-Memory-160GB-Hard-Drive-Windows-7-Professional/997352646
"Dell Silver 13.3"" XPS QHD+ Laptop PC with Intel Core i7-6560U Processor, 16GB Memory, touch screen, 512GB Solid State Drive and Windows 10 Home",49455389,FALSE,"$1,523.11 ",,Not Available,1,1,Dell,MASTERTRONICS,26,14,/ip/Dell-Silver-13-3-XPS-QHD-Laptop-PC-with-Intel-Core-i7-6560U-Processor-16GB-Memory-touch-screen-512GB-Solid-State-Drive-and-Windows-10-Home/49455389
"Lenovo ThinkPad T470s Touch Windows 10 Pro Laptop - Intel Core i7-7500U, 16GB RAM, 500GB SSD, 14"" IPS FHD (1920x1080) Matte Touchscreen, Fingerprint Reader, Smart Card Reader, Black Color",1670021,FALSE,"$1,699.16 ",,Not Available,0,,Lenovo,Deus PC,26,15,/ip/Lenovo-ThinkPad-T470s-Touch-Windows-10-Pro-Laptop-Intel-Core-i7-7500U-16GB-RAM-500GB-SSD-14-IPS-FHD-1920x1080-Matte-Touchscreen-Fingerprint-Reader-Sm/401670021
Refurbished Dell Latitude E5420 Laptop Core i3 DVD+RW WIFI Windows 7 Pro Notebook HDMI with WEBCAM,3158246,FALSE,$159.00 ,,Not Available,0,,Dell Laptop,"CL3 Technology, LLC",26,16,/ip/Refurbished-Dell-Latitude-E5420-Laptop-Core-i3-DVD-RW-WIFI-Windows-7-Pro-Notebook-HDMI-with-WEBCAM/203158246
"Top Performance Dell Laptop Touchscreen 15.6"", 8th Intel Quad Core i5-8250U up to 3.4GHz, 8GB DDR4 RAM, 1 TB HDD, DVD,HDMI, Bluetooth, Windows 10, Silver",9335293,FALSE,$642.00 ,,Not Available,0,,Dell,El Chasqui USA Company,26,17,/ip/Top-Performance-Dell-Laptop-Touchscreen-15-6-8th-Intel-Quad-Core-i5-8250U-3-4GHz-8GB-DDR4-RAM-1-TB-HDD-DVD-HDMI-Bluetooth-Windows-10-Silver/909335293
"Dell Inspiron 13 7000 2-in-1 13.3"" Fhd Touchscreen Laptop Computer, Amd Quad-Core Ryzen 5 2500U up to 3.6GHz(Beat i7-7500U), 8GB DDR4, 256GB Ssd, AC Wifi + BT 4.1, USB Type-C, Hdmi, Win 10",79292295,FALSE,$649.98 ,,Not Available,0,,Dell,EZ Tech,26,18,/ip/Dell-Inspiron-13-7000-2-in-1-13-3-Fhd-Touchscreen-Laptop-Computer-Amd-Quad-Core-Ryzen-5-2500U-3-6GHz-Beat-i7-7500U-8GB-DDR4-256GB-Ssd-AC-Wifi-BT-4-1-/279292295
HP Flagship High Performance 15.6 Inch HD Touchscreen Laptop PC| Intel Pentium N3710 Quad-Core| 1.60 GHz| 4GB RAM| 500GB HDD| DVDRW| WIFI| Windows 10 (Black),62536853,FALSE,$549.00 ,,Not Available,0,,HP,El Chasqui USA Company,26,19,/ip/HP-Flagship-High-Performance-15-6-Inch-HD-Touchscreen-Laptop-PC-Intel-Pentium-N3710-Quad-Core-1-60-GHz-4GB-RAM-500GB-HDD-DVDRW-WIFI-Windows-10-Black/262536853
"Direk-tek 13.3"" Convertible Touchscreen",56123872,FALSE,$208.95 ,,Not Available,3.6429,14,Direkt-tek,Walmart,26,20,/ip/Direk-Tek-13-3-2-in-1-Convertible-Touchscreen-Laptop-with-Windows-10/56123872
Refurbished Dell Latitude E6420 2.5GHz i5 4GB 250GB DVD Windows 10 Pro 64 Laptop Computer B,89519186,FALSE,$183.00 ,,Not Available,2.5,2,Dell,Discount Computer Depot,27,1,/ip/Refurbished-Dell-Latitude-E6420-2-5GHz-i5-4GB-250GB-DVD-Windows-10-Pro-64-Laptop-Computer-B/189519186
Refurbished Dell Latitude E5420 Laptop Core i3 DVD+RW WIFI Windows 7 Pro Notebook HDMI with WEBCAM,3158246,FALSE,$159.00 ,,Not Available,0,,Dell Laptop,"CL3 Technology, LLC",27,2,/ip/Refurbished-Dell-Latitude-E5420-Laptop-Core-i3-DVD-RW-WIFI-Windows-7-Pro-Notebook-HDMI-with-WEBCAM/203158246
"HP 15-DA0020NR, Smoke Gray 15.6 inch+C30 Laptop, Windows 10, Core i3-7020U DC Processor, 4GB Memory, 1TB Hard Drive, UMA Graphics, DVD",36103889,FALSE,$477.45 ,,Available,0,,HP,DealClock,27,3,/ip/HP-15-DA0020NR-Smoke-Gray-15-6-inch-C30-Laptop-Windows-10-Core-i3-7020U-DC-Processor-4GB-Memory-1TB-Hard-Drive-UMA-Graphics-DVD/536103889
"ASUS ROG Zephyrus Gaming Laptop 15.6"", Intel Core i7-8750, NVIDIA GeForce GTX 1070 8GB, 256GB SSD + 1TB SSHD Storage, 16GB RAM, GM501GS-XS74",7263304,FALSE,"$2,285.07 ",,Not Available,0,,ASUS,Walmart,27,4,/ip/ASUS-ROG-Zephyrus-Gaming-Laptop-15-6-Intel-Core-i7-8750-NVIDIA-GeForce-GTX-1070-8GB-256GB-SSD-1TB-SSHD-Storage-16GB-RAM-GM501GS-XS74/707263304
"New Dell XPS 15 9570 Gaming Laptop 8th Gen i7-8750H NVIDIA GTX 1050Ti 4GB 15.6"" FHD (1920 x 1080) InfinityEdge Anti-Glare Non-touch IPS display Thunderbolt Win 10 Pro",92582406,FALSE,"$1,459.00 ",,Not Available,0,,XPS,Best Notebook,27,5,/ip/New-Dell-XPS-15-9570-Gaming-Laptop-8th-Gen-i7-8750H-NVIDIA-GTX-1050Ti-4GB-15-6-FHD-1920-x-1080-InfinityEdge-Anti-Glare-Non-touch-IPS-display-Thunderb/892582406
"2018 Lenovo ThinkPad E580 Business Laptop - 15.6"" Anti-Glare (1366x768), Intel Core i5-7200U, 500GB HDD, 4GB DDR4, Wi-Fi + BlueTooth, Webcam, FingerPrint Reader, Windows 10 Professional - Black",21481625,FALSE,$539.00 ,,Available,0,,Lenovo,Fifth Ave Imaging,27,6,/ip/2018-Lenovo-ThinkPad-E580-Business-Laptop-15-6-Anti-Glare-1366x768-Intel-Core-i5-7200U-500GB-HDD-4GB-DDR4-Wi-Fi-BlueTooth-Webcam-FingerPrint-Reader-W/921481625
"MSI GS63 Stealth-009 VR 15.6"" Gaming Laptop i7-8750H 16GB 2TB 256GB GTX1060 6GB",19757502,FALSE,"$1,840.78 ",,Not Available,0,,MSI,Walmart,27,7,/ip/MSI-GS63-Stealth-009-VR-15-6-Gaming-Laptop-i7-8750H-16GB-2TB-256GB-GTX1060-6GB/919757502
"Dell Inspiron 17 Laptop, 17.3"", Intel® Core™ i7-8550U, AMD Radeon™ 530 Graphics, 128GB SSD Storage, 8GB RAM, i5770-7449SLV-PUS",17804434,FALSE,"$1,023.99 ",,Not Available,0,,Dell,DemProductSales,27,8,/ip/Dell-Inspiron-17-Laptop-17-3-Intel-Core-i7-8550U-AMD-Radeon-530-Graphics-128GB-SSD-Storage-8GB-RAM-i5770-7449SLV-PUS/817804434
"Lenovo Ideapad 320 Touch Laptop: Core i5-8520U, 12GB RAM, 1TB HDD, 15.6"" Touchscreen Display",26694834,FALSE,$529.99 ,,Not Available,1,1,Lenovo,Focus Camera,27,9,/ip/Lenovo-Ideapad-320-Touch-Laptop-Core-i5-8520U-12GB-RAM-1TB-HDD-15-6-Touchscreen-Display/526694834
"Refurbished Dell Latitude E5520 Laptop i5 2.5G 4G 320G 15.6"" HD w/ DVDRW Windows 7 Pro (Refurbished)",62740054,FALSE,$269.59 ,,Not Available,0,,Dell,Your EPower,27,10,/ip/Refurbished-Dell-Latitude-E5520-Laptop-i5-2-5G-4G-320G-15-6-HD-w-DVDRW-Windows-7-Pro-Refurbished/562740054
"Refurbished Dell E7250 12.5"" Laptop, Windows 10 Pro, Intel Core i5-5300U Processor, 8GB RAM Memory, 256GB Solid State Drive",56061043,FALSE,$349.00 ,,Not Available,4,1,Dell,Walmart,27,11,/ip/Refurbished-Dell-E7250-12-5-Laptop-Windows-10-Pro-Intel-Core-i5-5300U-Processor-8GB-RAM-Memory-256GB-Solid-State-Drive/56061043
refurbished acer laptop amd fx-series 3 ghz 8 gb ram 256 gb ssd windows 10 home,76471076,FALSE,$627.89 ,,Not Available,0,,Acer,Acer Recertified,27,12,/ip/refurbished-acer-laptop-amd-fx-series-3-ghz-8-gb-ram-256-gb-ssd-windows-10-home/976471076
"HP Stream Laptop 14-Ax060Nr, 14In",56237770,FALSE,$284.20 ,,Not Available,5,1,HP,"Holland Computers & Electronic Systems, Inc.",27,13,/ip/HP-Stream-Laptop-14-Ax060Nr-14In/56237770
"HP Stream 14-ax030wm 14” Smoke Gray, Windows 10 Home, Office 365 Personal 1-year included, Intel Celeron Processor N3060, 4GB Memory, 32GB Storage",41405265,FALSE,$232.00 ,,Not Available,3.3889,36,HP,El Chasqui USA Company,27,14,/ip/HP-Stream-14-ax030wm-14-Smoke-Gray-Windows-10-Home-Office-365-Personal-1-year-included-Intel-Celeron-Processor-N3060-4GB-Memory-32GB-Storage/441405265
Refurbished Dell Latitude E5440 Laptop PC Core i5 1.9GHz 8GB Memory 1TB Hard Drive Windows 10 Home,41042024,FALSE,$599.13 ,,Not Available,0,,Dell,Your EPower,27,15,/ip/Refurbished-Dell-Latitude-E5440-Laptop-PC-Core-i5-1-9GHz-8GB-Memory-1TB-Hard-Drive-Windows-10-Home/441042024
"Asus VivoBook E203MA-DB02 11.6"" Laptop N4000 4GB 32GB eMMC w/ 32GB SD Card W10",72443168,FALSE,$229.99 ,,Not Available,0,,ASUS,ASUS,27,16,/ip/Asus-VivoBook-E203MA-DB02-11-6-Laptop-N4000-4GB-32GB-eMMC-w-32GB-SD-Card-W10/272443168
"Dell Laptop Latitude E5420 i5 2.5Ghz 4GB 250GB 14"" DVD Win 10 Pro Webcam HDMI - Refurbished",72903010,FALSE,$131.99 ,,Not Available,1,1,Dell,Front Source Technologies,27,17,/ip/Dell-Laptop-Latitude-E5420-i5-2-5Ghz-4GB-250GB-14-DVD-Win-10-Pro-Webcam-HDMI-Refurbished/272903010
REFURBISHED Lenovo ThinkPad T410 i5 2.4GHz 8GB 320GB CMB Windows 10 Pro 64 Laptop Computer,7331213,FALSE,$186.61 ,,Not Available,3.5,4,Lenovo,Discount Computer Depot,27,18,/ip/REFURBISHED-Lenovo-ThinkPad-T410-i5-2-4GHz-8GB-320GB-CMB-Windows-10-Pro-64-Laptop-Computer/107331213
Acer Nitro 5 Laptop Intel Core i5 2.5GHz 8GB 1TB HDD Windows 10 | Manufacturer Refurbished,54745668,FALSE,$648.89 ,,Not Available,0,,Acer,Acer Recertified,27,19,/ip/Acer-Nitro-5-Laptop-Intel-Core-i5-2-5GHz-8GB-1TB-HDD-Windows-10-Manufacturer-Refurbished/854745668
"HP Premium High Perfomarce 17.3"" Laptop, Intel Core i3 Dual-core (2 Core) 2.20 GHz, 8GB RAM, 1TB HDD, HD Graphics 405, DVD-RW, HDMI, Bluetooth, HDMI, Webcam, Windows 10 - Silver",79895376,FALSE,$499.00 ,,Not Available,0,,HP,El Chasqui USA Company,27,20,/ip/HP-Premium-High-Perfomarce-17-3-Laptop-Intel-Core-i3-Dual-core-2-Core-2-20-GHz-8GB-RAM-1TB-HDD-HD-Graphics-405-DVD-RW-HDMI-Bluetooth-HDMI-Webcam-Wind/579895376
"Dell Laptop Latitude E5420 i5 2.5Ghz 4GB 250GB 14"" DVD Win 10 Pro Webcam HDMI - Refurbished",72903010,FALSE,$131.99 ,,Not Available,1,1,Dell,Front Source Technologies,28,1,/ip/Dell-Laptop-Latitude-E5420-i5-2-5Ghz-4GB-250GB-14-DVD-Win-10-Pro-Webcam-HDMI-Refurbished/272903010
"LG 15Z980-A.AAS8U1 15.6"" Lightweight Touchscreen Laptop w/ Intel Core i7 Processor",30572726,FALSE,"$1,746.99 ",,Available,4.697,33,LG,Beach Camera,28,2,/ip/LG-15Z980-A-AAS8U1-15-6-Lightweight-Touchscreen-Laptop-w-Intel-Core-i7-Processor/730572726
"Apple MacBook Air 13.3 Inch Laptop MJVE2LL/A Intel Core i5 1.6GHz, 4GB RAM, 128GB SSD (Scratch and Dent Refurbished)",44635137,FALSE,$599.99 ,,Not Available,4.3478,23,Apple,JemJem,28,3,/ip/Apple-MacBook-Air-13-3-Inch-Laptop-MJVE2LL-A-Intel-Core-i5-1-6GHz-4GB-RAM-128GB-SSD-Scratch-and-Dent-Refurbished/44635137
"Dell inspiron 15 5000 2-in-1, i5578-3052gry, 15.6-inch fhd touch (1920x1080), intelr core i3-7100u, 8gb 2400mhz ddr4, 1 tb 5400 rpm hdd, intel hd graphics 620",10173930,FALSE,$499.00 ,,Not Available,3.8333,30,Dell,Walmart,28,4,/ip/Dell-inspiron-15-5000-2-in-1-i5578-3052gry-15-6-inch-fhd-touch-1920x1080-intelr-core-i3-7100u-8gb-2400mhz-ddr4-1-tb-5400-rpm-hdd-intel-hd-graphics-620/310173930
REFURBISHED Dell Latitude E6510 i5 2.4GHz 8GB 320GB CMB Windows 10 Pro 64 Laptop,48812310,FALSE,$230.00 ,,Not Available,4,1,Dell,Discount Computer Depot,28,5,/ip/REFURBISHED-Dell-Latitude-E6510-i5-2-4GHz-8GB-320GB-CMB-Windows-10-Pro-64-Laptop/148812310
"Lenovo Yoga 730 Laptop: Core i7-8550U, 15.6"" 4K UHD Touch Display, 16GB RAM, 512GB SSD, NVidia GTX 1050",65655424,FALSE,"$1,229.99 ",,Not Available,0,,Lenovo,Klick Online,28,6,/ip/Lenovo-Yoga-730-Laptop-Core-i7-8550U-15-6-4K-UHD-Touch-Display-16GB-RAM-512GB-SSD-NVidia-GTX-1050/865655424
"Dell Alienware 15 15.6"" Laptop, Touchscreen, Windows 10 Home, Intel Core i7-6700HQ Processor, 16GB RAM, 1TB Hard Drive, 256GB Solid State Drive",55128200,FALSE,"$1,999.11 ",,Not Available,1,1,Alienware,MASTERTRONICS,28,7,/ip/Dell-Alienware-15-15-6-Laptop-Touchscreen-Windows-10-Home-Intel-Core-i7-6700HQ-Processor-16GB-RAM-1TB-Hard-Drive-256GB-Solid-State-Drive/55128200
